"NZ_16_ASCII","FIN_ID","SKRJ_ID","HAFAS_ID","EPA_ID"
"Daniszewo","1100","118786","5100895",""
"Cerkiewnik","5083","009266","5100705",""
"Krzeúnica Sarb.","8191","013524","",""
"Skarszewy","5564","017723","5103447",""
"Sowin","6417","056754","5103544",""
"Warszawa Rakowie","1495","033555","5104216","01076"
"Rakoniewice","7424","043042","5103127",""
"Bielsko-Bia≥a Li","4037","076356","5100380","01142"
"Sterkowiec","3285","079830","5103567",""
"RZESZ”W G£”WNY","0178","082669","5100229","00103"
"KamieÒsk","1189","047845","5101677","00502"
"Ostrowiec åw.","0143","049205","5102647","00087"
"G≥uszyca GÛrna","6126","055210","5101135",""
"PopielÛw","6362","061127","5102871",""
"Turza ålπska","4342","069641","5103857",""
"BUKOWNO","4052","074203","5100610","00211"
"Przemyúl Pikul.","3231","084467","",""
"Nowogard","8257","001859","5100180","00538"
"Gronajny","5209","008060","5101204",""
"Dolaszewo Wa≥.","8099","014829","5100997",""
"Rybno Wielkie","7437","031088","5103216",""
"S≥ubice","7572","026302","5193610",""
"Gd.Przym-Uniwer.","5158","007567","5101242",""
"MI DZYLESIE GR","8814","057216","",""
"Rybnik Rymer","4295","068056","5103161",""
"Skowarcz","5568","007070","5103696",""
"Lasek","3148","078931","5101918","00481"
"Wwa Wawer","1506","038737","5103942",""
"PUSZCZYK”WKO","7415","030429","5102949","00586"
"Kornatowo","5290","020263","5101771",""
"Gop≥o","5191","018960","",""
"Jutrosin","7177","044388","5101480",""
"Smolec","6413","058883","5103483","00650"
"Mrπgowo","0432","009910","","00173"
"Charnowo S≥up.","8061","004978","5100719","01140"
"Ligowiec","7246","031039","5102001",""
"KusiÍta Nowe","4190","062877","5101837",""
"Stawiguda","5589","009415","5103379","01206"
"Lisowice","4198","071480","5102031",""
"Sowczyce","4318","071548","5103547",""
"Olesno ålπskie","0137","071555","5100185","00176"
"W≥oszczowa P≥n.","2286","064899","5104660","00753"
"Granica PaÒstwa","0824","057125","5105712",""
"BOGACZEWO","5044","010942","5100420","00906"
"Osiek Drawski","8263","015164","5102615",""
"Runowo Kraj.","5540","018317","5103184",""
"Radoszki","5513","021386","5103066",""
"Prabuty GÛry","1366","023689","5102684",""
"Zielona GPrzylep","7408","027938","5102886",""
"Mosina","7291","030452","5102343","01008"
"Mieszaki","1274","032821","5100327",""
"Zarszyn","3348","083725","5104386","00772"
"Zegrze Po≥udniow","1553","119206","5104290",""
"Szczepki","1451","012930","5103736",""
"Pleszew","0155","044842","5100192","00577"
"TworkÛw","4343","068890","5103866",""
"Brzesko Okocim","3043","079806","5100671","00786"
"Gardeja","5139","020552","5101112",""
"Koüla Koøuch.","7215","027870","5101559","00449"
"£”Dè OLECH”W","1261","046300","",""
"Przysieki","3234","083337","5102998",""
"Silnowo","8330","003095","5103416",""
"Prokowo","5498","018085","5102885",""
"Silno","5562","015727","5103406",""
"KRZYØ","0090","029108","5100030","00053"
"ØmigrÛd","6557","044420","5104359","00777"
"Sowno","8346","001784","",""
"KÍtrzyno","5273","005470","5101586",""
"Ruda Wielka","2202","049130","5103201",""
"ØÛrawina","6558","060152","5104372",""
"SurochÛw","3292","084723","5103662",""
"Rutwica","8321","014753","5103171",""
"BÍdzin Miasto","4031","074633","5100493","00764"
"Chytra","1081","118281","5100724",""
"Wroc≥aw BrochÛw","0906","058339","5104125",""
"Jezierzany","6173","085605","5101493",""
"Dπbrowa Oleú.","6094","085621","5100905",""
"ChrÛúcice","6077","061085","5100805",""
"BÍdümierowice","5034","009035","5100495",""
"Antonin","7021","046011","5100342",""
"Kraski","5301","019349","5101764",""
"Wilkowice","7537","042952","5104057",""
"PRZEWORSK","0163","083105","5100195","00178"
"BIELSKO-B.G£.","0007","076109","5100316","00006"
"Nowe Chrapowo","8252","002881","5102406",""
"Wwa ToruÒska","1503","036137","5104196","00745"
"Tuplice DÍbinka","7520","041749","5103854",""
"Daleszewo","8084","000828","5100879",""
"Jesionowiec","5248","010645","5101416",""
"Wieliczki Olec","1517","012153","",""
"Olsztyn Zach.","5442","009233","5102650","00553"
"SWARZ DZ","0521","028472","5103688","00212"
"Kielce S≥owik  ","2221","063826","5103472",""
"Borki Siedl","1057","039610","",""
"Go≥otczyzna","5188","036889","5101187","00392"
"NOWA WIEå WIELKA","5418","019059","5102497",""
"Lipowa Wsch.","5341","017376","5102154",""
"Mys≥owice Weso≥a","4227","077362","5102380",""
"Be≥øec","0002","066209","5100668","00986"
"OtmuchÛw Jezioro","6328","056705","5102630",""
"Wierzch. Stary","5685","016618","5104230",""
"G≥uchowo","5181","020453","5101095",""
"Che≥mica","7071","041756","5100763",""
"Motycz","2156","050153","5102318",""
"NowogrÛd Osiedle","7315","027912","5102494","00534"
"Moúcisko Dzierø.","6280","054973","5102197",""
"Naterki","5406","009613","5102400",""
"Kat.Piotrowice","4152","072967","5101746","00938"
"Kat.Ochojec","4151","072991","5101811",""
"Tychy Miasto","0231","073759","5103880",""
"SKOCZ”W","4305","075788","5103315","00648"
"PSZCZYNA","0165","075903","5102920","00248"
"KobiÛr","4349","075960","5103873","00940"
"Jasien.K.Bielska","4123","076489","5101458","00411"
"KurÛw Suski","4188","076711","5101796",""
"SÛl","4319","076836","5103533","00696"
"Dulowa","3068","077578","5101002",""
"Rudawa","3253","077735","5103176",""
"RyczÛw","3255","078071","5103208",""
"Klecza GÛrna","3109","078279","5101652",""
"Stryszawa","3288","078444","5103710",""
"StryszÛw","3289","078477","5103726","00661"
"RadziszÛw","3246","080150","5103057","00611"
"Jaborowice","6152","067348","5101390",""
"G≥ubczyce","6120","067645","5101188",""
"Kalembina","3103","082834","5101581","00458"
"RzemieÒ","3257","081430","5103236",""
"Trzemeszno Lub.","7518","026864","5103830",""
"Wo≥omin S≥onecz","1530","036350","5104071",""
"OSTR”W WLKP.","0145","045906","5100047","00086"
"Øytkowice","2311","048785","5104417",""
"Øelazno","6555","057646","5104296",""
"Borkowice","6051","061424","5100467",""
"Stobno","8361","014522","5103633",""
"SuchedniÛw P≥n.","2246","048249","5103660",""
"Resko PÛ≥nocne","8309","001982","",""
"Czarna Woda","5098","008961","5100864","00594"
"Wilkasy Niegocin","1298","012658","5102430","00974"
"KsiÍginice","6222","060392","5101784",""
"ZwardoÒ","4397","076869","5104398","00265"
"Reszel","0426","010058","5103163",""
"Stary Borek","8356","004192","5103271","00675"
"Biniew","7034","044883","5100499","00367"
"Krzymosze","1226","039453","5101880",""
"Rybnica","6395","055863","5103213","01131"
"Lasowice Ma≥e Ol","6229","061457","5102059",""
"Bielsko-B.WschÛd","4041","076158","5100439","00951"
"S≥onowice","8336","004739","5103501",""
"Bia≥y ZdrÛj P≥n.","8038","014993","5100676",""
"Babi DÛ≥","5024","017822","5100398",""
"Unis≥aw Pomorski","5665","020412","5103907",""
"BorsukÛwka","1060","024083","5100528",""
"Pokrzywnica","6358","067454","5102854",""
"Szcz. Drzetowo","8377","000521","",""
"Kie≥pino","8164","015115","5101615",""
"Chwalibogowo","7079","044792","5100835",""
"TomaszÛw Boles≥.","6471","053868","5103799",""
"Podbory Skaw.","3220","080127","5102711",""
"S≥awki","5570","017772","5103449",""
"Rychnowo Wielkie","5545","020768","5103050",""
"OpatÛwek","7331","045310","5102595","00604"
"Lublin P≥n.","2133","050468","5102121","01022"
"Murowana Goúlina","7296","029876","5102357",""
"SulikÛw","6439","052571","5103667",""
"Pu≥awy Miasto","0166","050021","5102947","00098"
"I≥owiec","7166","030478","5101357","01006"
"K£ODZKO G£”WNE","0075","057307","5101564","00046"
"£ugi GÛrzyckie","8218","013078","5102128",""
"Brzoza ToruÒska","5059","019760","5100592","00313"
"SulejÛwek Mi≥o.","1445","038729","5103424","01118"
"Sokule","1426","040915","5103542","00427"
"Moskale","2155","065078","5102264",""
"Bielin","8041","013433","5100441",""
"Czeremcha (Gr)","0846","025213","5100269",""
"Ma≥ki","5370","021246","",""
"Jeleúnia","4137","076653","5101435","01032"
"DobrzechÛw","3067","082826","5101027","00346"
"Papiernia","1335","012823","5102673",""
"Czaplinek","8074","003368","5100866",""
"Karwice","8158","005140","5101776","00907"
"Lisewo","5344","007161","5102030",""
"PIOTRK”W TRYB.","0153","047704","5100190","00092"
"HAJN”WKA","0423","025403","5101334","01104"
"JarzÍbia £πka","1170","037770","5101378",""
"Kalisz Winiary","7180","045294","5101860",""
"W≥odawa","2284","051045","5104063",""
"ChocianÛw","6074","054262","5100787",""
"Starzyny","2233","064386","5103732",""
"WODZIS£AW åL.","4373","068403","5104095","00521"
"PawonkÛw","4249","071456","5102969",""
"Laliki","4193","076851","5101924",""
"Okleúna","3204","078147","5102553",""
"Obrowo","5430","019968","5102522",""
"BRODNICA","5052","021204","5100401","00293"
"Wali≥y","1471","024349","5103928",""
"Dobiegniew","8094","029181","5100966","00266"
"Roszkowo Wπgr.","7432","031476","5103200",""
"Choty≥Ûw","1076","040949","5100828","00621"
"WrÍczyca","4381","071936","",""
"ChorzÛw Stary","4063","072207","5100723","01153"
"CZ STOCHOWA","0026","062653","5100007","00014"
"JAWOR","6161","053553","5101487",""
"Dπbr.GÛrn.P≥d.","4096","074161","5100889",""
"Bydg. Bielawy","5071","016725","5100642","00303"
"MilejÛw","1282","047738","5102243","00499"
"Laski Tuchol.","5323","017368","5102113",""
"Gozdowo","1139","032847","5101234",""
"Misie","1283","040873","5102252","00398"
"Wola Lipieniecka","2291","049148","5104070",""
"Stronie ålπskie","6431","057638","5103606",""
"GÛrzyca Reska","8132","002162","5101314","00389"
"Krajenka","8184","015537","5101630","00600"
"Turzno Kujawskie","5660","021543","5103852","00311"
"Wo≥omin","1529","036343","5104103","01077"
"Dygowo","8109","004143","5101017","00344"
"Ma≥ogoszcz","2145","064709","5102280",""
"Rzeszotary","6397","053249","5103231","00618"
"Wwa Jeziorki","1482","033878","5104032",""
"Rzeczyca","2209","065268","5103230","00886"
"£ambinowice","6247","056747","5101925",""
"Klonowo K.Lidz.","5277","022590","",""
"Miros≥awiec","8233","015222","5102328",""
"LasÛw","6230","051953","5101933",""
"Czech.Dziedz.P≥d","4075","076067","5100856","00930"
"Lipno","5340","020024","5102022",""
"Raszujka","1387","023390","5103037",""
"Pniewy Szamotuls","7370","027078","5102833",""
"Niedüwiada £ow","1297","032482","5102420",""
"Lipce Reymontow.","1240","047357","5102102","00761"
"åwiekatowo","5631","016568","5103367",""
"Rakowiec Pom.","5519","023184","5103203",""
"Barwa≥d åredni","3362","078311","5100627",""
"Piastoszyn","5471","015735","5102915",""
"LucynÛw","1246","037820","5102161",""
"Staropole CzÍst.","4323","063032","5103549",""
"ZABRZE MIKULCZ.","4386","070466","5104272",""
"DobrzyÒ","5116","009480","5100978",""
"Ze≥wπgi","1554","012559","5104303",""
"Pyszπca","7416","045088","5102990",""
"Rokiciny","1394","047423","5103144",""
"Wieniawa","2280","049049","5104028",""
"ZawadÛwka","2304","050930","5104401","01187"
"åCINAWKA åREDNIA","6458","057901","5103502",""
"Podlesie","4260","063040","5102704",""
"Bogatynia","6042","052894","5100426",""
"MyszkÛw","4228","075424","5102341","00433"
"OåWI CIM","0146","077107","5100048","00088"
"Kie≥pino Kart.","5274","017798","5101612",""
"Klepacze","1198","024612","5101648","01093"
"BOJANOWO","7044","044511","5100459","00292"
"Stare Grudze","1154","046888","5101284",""
"Kornica","2115","049536","5101544",""
"Wygoda","1537","039339","5104204",""
"LisiowÛlka","1243","040006","5102029",""
"MieroszÛw","6266","055400","5102223",""
"Rec≥aw","8305","001594","5103073",""
"Orlanka","1320","118257","5102598",""
"DzierøoniÛw Dol.","6111","054965","",""
"Borucice","6053","061184","5100599",""
"ZASIEKI GR","8820","041814","",""
"STAROGARD GD.PRZ","5587","008748","5103387",""
"£owczÛw","3162","080978","5102088","01143"
"BÍdziemyúl","3032","081273","5100679","00274"
"Mielec","3175","081505","5102238","00239"
"STR”ØE","0195","081604","5100139","00109"
"KoÒskowola","2185","050088","5102858",""
"Parczew","1337","040030","5102690","00605"
"Lizawice","6239","058263","5102033",""
"Milicz","6270","059675","5102258","01070"
"Staniszcze Ma≥e","6419","061598","5103521",""
"SOSNOWIEC G£”WNY","0191","074658","5100133","00116"
"Tychy Czu≥Ûw","4347","077420","",""
"Nowy Targ","0135","078907","5100181","00175"
"Z≥ojec","2306","065987","5104346",""
"Red≥o","8307","003764","5103074",""
"Tychowo","8416","003962","5103870","00704"
"Ceg≥Ûw","1069","039883","5100700",""
"Cychry","8073","013516","5100846",""
"Wroc≥aw Pracze","6521","059071","5104193",""
"BYTOM KARB","4055","072413","5100651",""
"KurzÍtnik","5317","022756","5101892",""
"StÍszew","7477","030536","5103636",""
"PπtnÛw WieluÒski","7358","045690","5102677",""
"Nowy £upkÛw","3198","084178","5102511","01042"
"Stronno","5596","016527","5103632",""
"MszczonÛw","1294","047118","5102337",""
"Garbatka-Letnisk","2068","050286","5101072","00373"
"Uhowo","1468","024547","5103918","01099"
"Milik","3177","082537","5102256",""
"Ryøyn","7440","028902","5103227",""
"ZiÍbice","6550","056424","5100162","00776"
"Kruszyna","2124","048587","5101881","01198"
"Leøajsk","3152","083220","5101997","00486"
"Poradz","8289","002089","",""
"StrumieÒ","4324","075879","5103668",""
"Wiúniowa","3329","082842","5104024","00747"
"Pas≥Ík","0149","010934","5100311","00571"
"Ryb.Gotartowice","4290","068254","5103043",""
"£obzowiec","7267","044941","5101938",""
"DπbrÛwka Bytow.","8090","005637","",""
"Kity","1196","024729","5101619",""
"Dobroszyce","6102","059550","5101026",""
"Bobowicko","7039","026781","5100522",""
"Dπbrowica","2056","066472","5100911",""
"Gdynia Red≥owo","5175","005918","5101126",""
"£ukowa Tarnowska","3164","080747","5102120",""
"Nowa Sucha","1236","033001","5101988",""
"Zdziechowa","7562","030833","5104283",""
"D BLIN","0032","049809","5100099","00015"
"ZÍbowice","6547","061630","5104292",""
"K≥udna","5279","019331","5101665",""
"Firlus","5130","020271","5101048",""
"RUDA CHEBZIE","4278","070607","5103058","00991"
"MarcinkÛw","2146","048132","5104453",""
"Sokoliniec","8343","002469","5103528",""
"Pogorzelice","8283","005363","5102742","01127"
"åwiÍtajno","5634","010728","5103690","00889"
"Kowalewo Pomorsk","5296","020792","5101685",""
"BIELSK PODL","0008","024430","5100539","01101"
"Deszczno","7102","026559","5100923",""
"Bucha≥Ûw","7057","027839","5100597","00294"
"S≥upca","7457","030122","5103469","00335"
"Mrzezino","5399","006890","5102324","00815"
"Nowe Objezierze","8254","013284","",""
"Lipuska Huta","5342","017616","5102015",""
"Bydgoszcz Leúna","5075","018374","5100647","00153"
"Ønin","0272","019653","5104367",""
"P≥oúnica","5484","022582","5102829",""
"Baciuty","1027","024562","5100360","01090"
"KrÍcko","7219","026179","5101634",""
"Raczyce","2191","064212","",""
"Kietrz","4165","068924","5101617",""
"LUBLINIEC","0104","071407","5100237","00066"
"Wielanowo","8432","003970","5103986","01122"
"Osie","5447","017319","5102611",""
"Olpuch","5437","017558","5102562","00692"
"B•K","5032","017566","5100362",""
"Rynarzewo","5547","018457","5103219",""
"Trzciniec","5654","018564","5100332",""
"Grudz.Owczarki","5212","020537","5101108",""
"Kamionki Jezioro","5264","020776","5101513",""
"Niewierz","5414","021238","5102437",""
"Rypin","5550","021428","5103220","01155"
"Dziwno","5127","023168","5101013",""
"Zabiele Wielk","1539","023358","5104262",""
"Dalekie","1099","023713","5100875",""
"Bia≥ystok Fabr.","1045","024273","5100419",""
"Jab≥oÒ Koúciel.","1163","024687","5101428","01092"
"Orzeszkowo","1321","025437","5102602",""
"Babimost","7022","026161","5100492","00709"
"Urle","1469","037937","5103897","00439"
"Wwa Miedzeszyn","1485","038810","5103932",""
"ZDU—SKA WOLA","0260","019430","5100231","00773"
"Laski OdrzaÒskie","7236","027623","5101923",""
"£ochÛw","1255","037911","5102073","00436"
"Polanica-ZdrÛj","0157","057497","5100050","00093"
"BiÒcze","8046","003178","5100457",""
"Mokra Wieú","1286","037994","5102319","00399"
"Czarne Ma≥e","8076","003376","5100762",""
"D≥ugi Kπt","2061","066282","5100946","00984"
"Grotniki","1151","046839","5101251","01170"
"Kostom≥oty","2116","063784","5101809",""
"Babiak","5023","019174","5100351","00364"
"Ogrodniki","1313","040956","5102541","00682"
"RACIB”RZ","0167","068700","5100263","00100"
"RadzionkÛw Rojca","4058","071068","5100650",""
"LeÒcze","3150","080176","5101987","00483"
"GdaÒsk Orunia","5152","007252","5101116","00826"
"Garbce","6113","044438","5101056","00352"
"Pionki","2179","048702","5102766",""
"Muszaki","5400","022285","5102361",""
"Przytoczna","7411","026617","5102991",""
"Smolice","7460","044149","5103475",""
"Brzeziny","2315","063867","5104534",""
"Parkowo","7352","029637","5102791",""
"Trzebinia Sier.","0282","077552","5103834",""
"SwÍdÛw","1447","046920","5103677",""
"Ograszka","5435","019984","5102544",""
"POZNA— WSCH”D","0514","029801","5102867","00249"
"Mirakowo","5383","020354","5102251",""
"PilchÛw","2178","065276","5102761","00875"
"Zbros≥awice","4394","071142","",""
"Barwa≥d GÛrny","3028","078329","5100629",""
"Dolna Odra","8101","000844","5100972",""
"Parys","5463","010082","5102681",""
"TaczanÛw","7503","044859","5103773",""
"WolbÛrka","1092","047449","5100777",""
"Konojady","5286","021055","5101700",""
"Jaros≥aw","0057","083261","5100233","00163"
"G≥ogÛw WrÛblin","6532","042457","5104129","00982"
"£ask","1248","046649","5101931","00500"
"W≥oszakowice","7543","042978","5104065",""
"Wolsztyn","0524","043000","5104114","00994"
"Szaflary Centrum","3294","078972","5103369","00893"
"Matysy","1269","039958","5102189","00397"
"Jelenin","8147","002774","",""
"KÍdz.Blach.ål.","4157","067280","5101572",""
"UstroÒ Polana","4357","077057","5103914","00724"
